borough,school_dbn,school_name,year,category,regents_exam,total_tested,mean_score,percent_65_or_above,id
Brooklyn,23K697,Teachers Preparatory High School,2023,SWD,Common Core English,23,44.391304,26.086956,17631
Brooklyn,23K697,Teachers Preparatory High School,2023,Non-SWD,Living Environment,38,57.473682,31.578947,17632
Brooklyn,23K697,Teachers Preparatory High School,2023,SWD,Living Environment,14,56.285713,28.571428,17633
Brooklyn,23K697,Teachers Preparatory High School,2023,Non-SWD,US History and Government,18,56.0,33.333332,17634
Brooklyn,23K697,Teachers Preparatory High School,2023,SWD,US History and Government,12,49.083332,8.333333,17635
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2019,Non-SWD,Common Core Algebra,21,59.095238,28.571428,17636
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2019,Non-SWD,Living Environment,20,76.1,95.0,17637
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2022,Non-SWD,Common Core Algebra,51,52.568626,15.686275,17638
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2022,SWD,Common Core Algebra,13,45.384617,0.0,17639
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2022,Non-SWD,Living Environment,51,47.509804,15.686275,17640
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2022,SWD,Living Environment,13,47.615383,7.6923075,17641
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2023,Non-SWD,Common Core Algebra,45,56.6,28.88889,17642
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2023,SWD,Common Core Algebra,8,59.75,50.0,17643
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2023,Non-SWD,Living Environment,45,51.044445,17.777779,17644
Brooklyn,32K045,P.S. | I.S. 45 Horace E. Greene,2023,SWD,Living Environment,8,41.625,0.0,17645
Brooklyn,32K162,J.H.S. 162 The Willoughby,2022,Non-SWD,Living Environment,45,59.97778,37.77778,17646
Brooklyn,32K162,J.H.S. 162 The Willoughby,2022,SWD,Living Environment,6,51.0,16.666666,17647
Brooklyn,32K162,J.H.S. 162 The Willoughby,2023,Non-SWD,Common Core Algebra,81,60.555557,54.320988,17648
Brooklyn,32K162,J.H.S. 162 The Willoughby,2023,SWD,Common Core Algebra,14,64.28571,57.142857,17649
Brooklyn,32K162,J.H.S. 162 The Willoughby,2023,Non-SWD,Living Environment,72,54.555557,20.833334,17650
Brooklyn,32K162,J.H.S. 162 The Willoughby,2023,SWD,Living Environment,14,56.92857,21.428572,17651
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,Non-SWD,Chemistry,32,71.875,84.375,17652
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,Non-SWD,Common Core Algebra,71,75.02817,91.54929,17653
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,SWD,Common Core Algebra,15,67.53333,60.0,17654
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,Non-SWD,Common Core English,41,88.63415,97.560974,17655
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,SWD,Common Core English,7,67.85714,71.42857,17656
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,Non-SWD,Common Core Geometry,23,72.347824,86.95652,17657
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,Non-SWD,Global History and Geography,53,74.245285,83.01887,17658
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,SWD,Global History and Geography,10,59.1,30.0,17659
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,Non-SWD,Physics,20,72.35,80.0,17660
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,Non-SWD,US History and Government,61,75.7541,88.52459,17661
Brooklyn,32K168,The Brooklyn School for Math and Research,2017,SWD,US History and Government,10,66.4,70.0,17662
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,Non-SWD,Common Core Algebra,62,74.27419,87.09677,17663
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,SWD,Common Core Algebra,17,57.294117,23.529411,17664
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,Non-SWD,Common Core English,83,79.27711,93.97591,17665
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,SWD,Common Core English,11,61.909092,54.545456,17666
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,Non-SWD,Common Core Geometry,30,78.4,100.0,17667
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,Non-SWD,Global History and Geography,67,75.402985,88.0597,17668
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,SWD,Global History and Geography,9,72.44444,88.888885,17669
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,Non-SWD,Living Environment,48,75.333336,89.583336,17670
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,SWD,Living Environment,9,59.11111,33.333332,17671
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,Non-SWD,Physics,27,77.666664,88.888885,17672
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,Non-SWD,US History and Government,53,73.73585,77.35849,17673
Brooklyn,32K168,The Brooklyn School for Math and Research,2018,SWD,US History and Government,10,64.0,60.0,17674
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,Common Core Algebra,48,77.958336,91.666664,17675
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,SWD,Common Core Algebra,17,61.705883,52.941177,17676
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,Common Core Algebra 2,32,75.875,90.625,17677
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,Common Core English,52,80.36539,98.07692,17678
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,SWD,Common Core English,10,66.1,70.0,17679
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,Global History and Geography,69,77.13043,94.202896,17680
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,SWD,Global History and Geography,8,64.25,37.5,17681
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,Living Environment,41,80.585365,100.0,17682
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,SWD,Living Environment,14,58.92857,28.571428,17683
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,Physics,21,72.0,71.42857,17684
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,Spanish,13,76.07692,84.61539,17685
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,Non-SWD,US History and Government,54,74.68519,85.18519,17686
Brooklyn,32K168,The Brooklyn School for Math and Research,2019,SWD,US History and Government,6,67.0,83.333336,17687
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,Non-SWD,Common Core Algebra,126,72.54762,77.77778,17688
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,SWD,Common Core Algebra,20,57.9,30.0,17689
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,Non-SWD,Common Core Algebra 2,35,79.08572,85.71429,17690
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,Non-SWD,Common Core English,55,67.836365,67.27273,17691
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,SWD,Common Core English,14,59.92857,50.0,17692
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,Non-SWD,Global History and Geography,64,76.4375,90.625,17693
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,SWD,Global History and Geography,14,61.357143,57.142857,17694
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,Non-SWD,Living Environment,40,72.975,85.0,17695
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,SWD,Living Environment,9,64.0,55.555557,17696
Brooklyn,32K168,The Brooklyn School for Math and Research,2022,Non-SWD,Physics,29,60.96552,41.37931,17697
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,Non-SWD,Common Core Algebra,73,73.178085,83.561646,17698
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,SWD,Common Core Algebra,15,66.066666,60.0,17699
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,Non-SWD,Common Core Algebra 2,34,75.882355,88.23529,17700
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,Non-SWD,Common Core English,73,72.095894,76.712326,17701
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,SWD,Common Core English,14,60.57143,42.857143,17702
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,Non-SWD,Global History and Geography,64,76.28125,84.375,17703
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,SWD,Global History and Geography,17,66.52941,41.17647,17704
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,Non-SWD,Living Environment,70,81.4,94.28571,17705
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,SWD,Living Environment,16,67.0,56.25,17706
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,Non-SWD,Physics,16,67.5625,62.5,17707
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,Non-SWD,US History and Government,67,76.656715,89.55224,17708
Brooklyn,32K168,The Brooklyn School for Math and Research,2023,SWD,US History and Government,12,64.416664,50.0,17709
Brooklyn,32K291,J.H.S. 291 Roland Hayes,2018,Non-SWD,Living Environment,28,70.71429,75.0,17710
Brooklyn,32K291,J.H.S. 291 Roland Hayes,2023,Non-SWD,Common Core Algebra,46,68.86957,71.73913,17711
Brooklyn,32K291,J.H.S. 291 Roland Hayes,2023,SWD,Common Core Algebra,13,56.53846,38.46154,17712
Brooklyn,32K291,J.H.S. 291 Roland Hayes,2023,Non-SWD,Living Environment,46,49.282608,19.565218,17713
Brooklyn,32K291,J.H.S. 291 Roland Hayes,2023,SWD,Living Environment,13,36.846153,0.0,17714
Brooklyn,32K347,I.S. 347 School of Humanities,2019,Non-SWD,Common Core Algebra,29,65.655174,65.51724,17715
Brooklyn,32K347,I.S. 347 School of Humanities,2022,Non-SWD,Common Core Algebra,17,56.235294,35.294117,17716
Brooklyn,32K347,I.S. 347 School of Humanities,2023,Non-SWD,Common Core Algebra,16,73.125,87.5,17717
Brooklyn,32K347,I.S. 347 School of Humanities,2023,Non-SWD,Living Environment,15,62.733334,46.666668,17718
Brooklyn,32K349,"I.S. 349 Math, Science and Technology",2019,Non-SWD,Common Core Algebra,20,81.1,100.0,17719
Brooklyn,32K349,"I.S. 349 Math, Science and Technology",2019,Non-SWD,Living Environment,20,77.2,100.0,17720
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2017,Non-SWD,Common Core English,11,65.90909,63.636364,17721
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2017,Non-SWD,Earth Science,28,90.67857,100.0,17722
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2018,Non-SWD,Common Core Algebra,68,78.57353,95.588234,17723
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2018,Non-SWD,Living Environment,55,89.03636,100.0,17724
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2022,Non-SWD,Common Core Algebra,175,61.114285,42.857143,17725
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2022,SWD,Common Core Algebra,17,41.52941,0.0,17726
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2022,Non-SWD,Earth Science,23,84.91304,100.0,17727
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2022,Non-SWD,Living Environment,50,81.06,98.0,17728
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2023,Non-SWD,Common Core Algebra,98,74.33673,87.755104,17729
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2023,Non-SWD,Earth Science,25,86.84,100.0,17730
Brooklyn,32K383,J.H.S. 383 Philippa Schuyler,2023,Non-SWD,Living Environment,54,83.48148,96.296295,17731
Brooklyn,32K384,P.S. | I.S. 384 Frances E. Carter,2017,Non-SWD,Living Environment,13,64.23077,46.153847,17732
Brooklyn,32K384,P.S. | I.S. 384 Frances E. Carter,2018,Non-SWD,Living Environment,14,64.42857,57.142857,17733
Brooklyn,32K384,P.S. | I.S. 384 Frances E. Carter,2023,Non-SWD,Common Core Algebra,31,72.83871,83.870964,17734
Brooklyn,32K384,P.S. | I.S. 384 Frances E. Carter,2023,SWD,Common Core Algebra,13,48.692307,15.384615,17735
Brooklyn,32K384,P.S. | I.S. 384 Frances E. Carter,2023,Non-SWD,Living Environment,31,54.64516,25.806452,17736
Brooklyn,32K384,P.S. | I.S. 384 Frances E. Carter,2023,SWD,Living Environment,11,41.81818,0.0,17737
Brooklyn,32K403,Academy for Excellence in Leadership,2017,Non-SWD,Common Core Algebra,111,64.063065,59.45946,17738
Brooklyn,32K403,Academy for Excellence in Leadership,2017,SWD,Common Core Algebra,40,55.7,32.5,17739
Brooklyn,32K403,Academy for Excellence in Leadership,2017,Non-SWD,Common Core English,107,63.766354,64.485985,17740
Brooklyn,32K403,Academy for Excellence in Leadership,2017,SWD,Common Core English,41,58.756096,53.658535,17741
Brooklyn,32K403,Academy for Excellence in Leadership,2017,Non-SWD,Global History and Geography,105,55.638096,29.52381,17742
Brooklyn,32K403,Academy for Excellence in Leadership,2017,SWD,Global History and Geography,42,52.214287,14.285714,17743
Brooklyn,32K403,Academy for Excellence in Leadership,2017,Non-SWD,Living Environment,101,61.69307,45.544556,17744
Brooklyn,32K403,Academy for Excellence in Leadership,2017,SWD,Living Environment,37,58.0,35.135136,17745
Brooklyn,32K403,Academy for Excellence in Leadership,2017,Non-SWD,US History and Government,86,61.395348,39.534885,17746
Brooklyn,32K403,Academy for Excellence in Leadership,2017,SWD,US History and Government,30,51.6,20.0,17747
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,Common Core Algebra,71,53.366196,18.309858,17748
Brooklyn,32K403,Academy for Excellence in Leadership,2018,SWD,Common Core Algebra,19,52.157894,10.526316,17749
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,Common Core Algebra 2,12,55.333332,33.333332,17750
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,Common Core English,95,47.189472,32.63158,17751
Brooklyn,32K403,Academy for Excellence in Leadership,2018,SWD,Common Core English,23,45.04348,26.086956,17752
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,Earth Science,71,52.338028,26.760563,17753
Brooklyn,32K403,Academy for Excellence in Leadership,2018,SWD,Earth Science,8,46.25,12.5,17754
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,Global History and Geography,104,57.5,40.384617,17755
Brooklyn,32K403,Academy for Excellence in Leadership,2018,SWD,Global History and Geography,23,53.652172,8.695652,17756
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,Living Environment,66,56.378788,37.878788,17757
Brooklyn,32K403,Academy for Excellence in Leadership,2018,SWD,Living Environment,16,52.5,18.75,17758
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,Spanish,7,70.71429,71.42857,17759
Brooklyn,32K403,Academy for Excellence in Leadership,2018,Non-SWD,US History and Government,77,63.974026,53.246754,17760
Brooklyn,32K403,Academy for Excellence in Leadership,2018,SWD,US History and Government,16,58.6875,37.5,17761
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,Common Core Algebra,145,58.331036,33.793102,17762
Brooklyn,32K403,Academy for Excellence in Leadership,2019,SWD,Common Core Algebra,30,53.366665,30.0,17763
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,Common Core Algebra 2,6,63.5,33.333332,17764
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,Common Core English,114,54.894737,41.22807,17765
Brooklyn,32K403,Academy for Excellence in Leadership,2019,SWD,Common Core English,24,51.833332,33.333332,17766
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,Common Core Geometry,10,55.6,40.0,17767
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,Earth Science,33,46.636364,15.151515,17768
Brooklyn,32K403,Academy for Excellence in Leadership,2019,SWD,Earth Science,10,34.3,0.0,17769
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,Global History and Geography,104,58.490383,39.423077,17770
Brooklyn,32K403,Academy for Excellence in Leadership,2019,SWD,Global History and Geography,14,61.357143,42.857143,17771
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,Living Environment,82,60.512196,46.341465,17772
Brooklyn,32K403,Academy for Excellence in Leadership,2019,SWD,Living Environment,24,55.208332,25.0,17773
Brooklyn,32K403,Academy for Excellence in Leadership,2019,Non-SWD,US History and Government,69,58.391304,39.130436,17774
Brooklyn,32K403,Academy for Excellence in Leadership,2019,SWD,US History and Government,15,52.4,26.666666,17775
Brooklyn,32K403,Academy for Excellence in Leadership,2022,Non-SWD,Common Core Algebra,44,54.136364,15.909091,17776
Brooklyn,32K403,Academy for Excellence in Leadership,2022,SWD,Common Core Algebra,18,47.27778,5.5555553,17777
Brooklyn,32K403,Academy for Excellence in Leadership,2022,Non-SWD,Common Core English,17,18.117647,5.882353,17778
Brooklyn,32K403,Academy for Excellence in Leadership,2022,SWD,Common Core English,7,50.285713,28.571428,17779
Brooklyn,32K403,Academy for Excellence in Leadership,2022,Non-SWD,Global History and Geography,48,61.708332,37.5,17780
Brooklyn,32K403,Academy for Excellence in Leadership,2022,SWD,Global History and Geography,16,52.6875,0.0,17781
Brooklyn,32K403,Academy for Excellence in Leadership,2022,Non-SWD,Living Environment,49,57.530613,32.65306,17782
Brooklyn,32K403,Academy for Excellence in Leadership,2022,SWD,Living Environment,21,50.61905,4.7619047,17783
Brooklyn,32K403,Academy for Excellence in Leadership,2023,Non-SWD,Common Core Algebra,115,63.4,50.434784,17784
Brooklyn,32K403,Academy for Excellence in Leadership,2023,SWD,Common Core Algebra,25,54.08,20.0,17785
Brooklyn,32K403,Academy for Excellence in Leadership,2023,Non-SWD,Common Core Algebra 2,68,49.617645,11.764706,17786
Brooklyn,32K403,Academy for Excellence in Leadership,2023,SWD,Common Core Algebra 2,20,42.85,0.0,17787
Brooklyn,32K403,Academy for Excellence in Leadership,2023,Non-SWD,Common Core English,117,53.11111,39.31624,17788
Brooklyn,32K403,Academy for Excellence in Leadership,2023,SWD,Common Core English,38,49.92105,21.052631,17789
Brooklyn,32K403,Academy for Excellence in Leadership,2023,Non-SWD,Earth Science,35,50.314285,20.0,17790
Brooklyn,32K403,Academy for Excellence in Leadership,2023,SWD,Earth Science,15,44.6,0.0,17791
Brooklyn,32K403,Academy for Excellence in Leadership,2023,Non-SWD,Global History and Geography,59,59.83051,37.288136,17792
Brooklyn,32K403,Academy for Excellence in Leadership,2023,SWD,Global History and Geography,24,58.5,29.166666,17793
Brooklyn,32K403,Academy for Excellence in Leadership,2023,Non-SWD,Living Environment,87,60.103447,35.632183,17794
Brooklyn,32K403,Academy for Excellence in Leadership,2023,SWD,Living Environment,20,57.05,30.0,17795
Brooklyn,32K403,Academy for Excellence in Leadership,2023,Non-SWD,US History and Government,25,57.84,28.0,17796
Brooklyn,32K403,Academy for Excellence in Leadership,2023,SWD,US History and Government,7,44.285713,0.0,17797
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,Chemistry,50,63.08,50.0,17798
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,Common Core Algebra,170,63.011765,54.117645,17799
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,SWD,Common Core Algebra,38,54.5,10.526316,17800
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,Common Core English,212,67.26887,74.0566,17801
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,SWD,Common Core English,42,53.595238,42.857143,17802
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,Earth Science,75,44.88,9.333333,17803
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,SWD,Earth Science,13,50.153847,7.6923075,17804
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,Global History and Geography,156,64.23718,59.615383,17805
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,SWD,Global History and Geography,39,52.589745,25.641026,17806
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,Living Environment,127,63.362206,55.11811,17807
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,SWD,Living Environment,26,52.26923,11.538462,17808
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,Spanish,19,89.36842,100.0,17809
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,Non-SWD,US History and Government,129,70.82171,77.51938,17810
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2017,SWD,US History and Government,27,54.88889,44.444443,17811
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Chemistry,42,55.11905,19.047619,17812
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Chemistry,7,46.142857,0.0,17813
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Common Core Algebra,134,59.16418,36.567165,17814
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Common Core Algebra,54,52.72222,20.37037,17815
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Common Core Algebra 2,69,51.15942,8.695652,17816
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Common Core Algebra 2,6,46.0,0.0,17817
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Common Core English,189,55.37037,43.915344,17818
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Common Core English,65,40.523075,15.384615,17819
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Common Core Geometry,54,45.407406,5.5555553,17820
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Common Core Geometry,6,34.0,0.0,17821
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Earth Science,67,56.686565,29.850746,17822
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Earth Science,9,40.333332,0.0,17823
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Global History and Geography,147,60.238094,52.38095,17824
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Global History and Geography,38,43.63158,2.631579,17825
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,Living Environment,135,62.385185,46.666668,17826
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,Living Environment,51,50.72549,17.647058,17827
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,Non-SWD,US History and Government,104,69.41346,81.73077,17828
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2018,SWD,US History and Government,28,52.92857,28.571428,17829
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,Common Core Algebra,176,65.005684,59.090908,17830
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,SWD,Common Core Algebra,68,55.808823,26.470589,17831
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,Common Core Algebra 2,10,55.3,30.0,17832
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,Common Core English,89,67.35955,73.03371,17833
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,SWD,Common Core English,26,62.923077,61.53846,17834
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,Earth Science,45,51.133335,24.444445,17835
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,SWD,Earth Science,14,43.142857,7.142857,17836
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,Global History and Geography,116,62.62069,51.724136,17837
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,SWD,Global History and Geography,50,56.7,30.0,17838
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,Living Environment,142,64.03521,59.15493,17839
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,SWD,Living Environment,55,60.563637,40.0,17840
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,Spanish,66,86.0,93.93939,17841
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,SWD,Spanish,6,77.5,100.0,17842
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,Non-SWD,US History and Government,104,58.951923,40.384617,17843
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2019,SWD,US History and Government,26,59.384617,34.615383,17844
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,Non-SWD,Common Core Algebra,61,51.409836,11.4754095,17845
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,SWD,Common Core Algebra,19,47.63158,0.0,17846
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,Non-SWD,Common Core Algebra 2,68,46.72059,8.823529,17847
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,SWD,Common Core Algebra 2,22,39.954544,0.0,17848
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,Non-SWD,Common Core Geometry,9,38.666668,0.0,17849
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,Non-SWD,Earth Science,68,44.161766,17.647058,17850
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,SWD,Earth Science,16,32.75,0.0,17851
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,Non-SWD,Global History and Geography,92,64.07609,53.260868,17852
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,SWD,Global History and Geography,24,60.375,41.666668,17853
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,Non-SWD,Living Environment,70,60.8,40.0,17854
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,SWD,Living Environment,23,54.434784,17.391304,17855
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2022,Non-SWD,Spanish,19,73.1579,63.157894,17856
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,Non-SWD,Common Core Algebra,100,56.68,27.0,17857
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,SWD,Common Core Algebra,32,51.3125,12.5,17858
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,Non-SWD,Common Core English,85,59.44706,60.0,17859
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,SWD,Common Core English,25,54.48,32.0,17860
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,Non-SWD,Earth Science,38,45.105263,7.894737,17861
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,SWD,Earth Science,13,35.153847,0.0,17862
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,Non-SWD,Global History and Geography,95,60.252632,38.94737,17863
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,SWD,Global History and Geography,34,48.17647,14.705882,17864
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,Non-SWD,Living Environment,87,54.50575,20.689655,17865
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,SWD,Living Environment,31,51.258064,6.451613,17866
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,Non-SWD,US History and Government,74,62.0,52.7027,17867
Brooklyn,32K545,EBC High School for Public Service - Bushwick,2023,SWD,US History and Government,20,54.35,30.0,17868
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,Common Core Algebra,194,60.793816,38.659794,17869
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,SWD,Common Core Algebra,42,53.738094,21.428572,17870
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,Common Core English,140,62.978573,63.57143,17871
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,SWD,Common Core English,30,53.666668,33.333332,17872
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,Common Core Geometry,10,51.9,10.0,17873
