borough,school_dbn,school_name,year,category,regents_exam,total_tested,mean_score,percent_65_or_above,id
Bronx,07X381,Bronx Haven High School,2022,Non-SWD,Common Core English,22,60.727272,45.454544,240
Bronx,07X381,Bronx Haven High School,2022,SWD,Common Core English,9,46.444443,22.222221,241
Bronx,07X381,Bronx Haven High School,2023,Non-SWD,Common Core Algebra,15,52.933334,6.6666665,242
Bronx,07X381,Bronx Haven High School,2023,SWD,Common Core Algebra,13,49.53846,7.6923075,243
Bronx,07X381,Bronx Haven High School,2023,Non-SWD,Common Core English,31,67.90323,67.741936,244
Bronx,07X381,Bronx Haven High School,2023,SWD,Common Core English,15,52.0,33.333332,245
Bronx,07X381,Bronx Haven High School,2023,Non-SWD,Global History and Geography,23,61.173912,34.782608,246
Bronx,07X381,Bronx Haven High School,2023,SWD,Global History and Geography,16,55.9375,25.0,247
Bronx,07X381,Bronx Haven High School,2023,Non-SWD,Living Environment,14,57.57143,21.428572,248
Bronx,07X381,Bronx Haven High School,2023,SWD,Living Environment,9,53.666668,22.222221,249
Bronx,07X381,Bronx Haven High School,2023,Non-SWD,US History and Government,17,59.35294,52.941177,250
Bronx,07X381,Bronx Haven High School,2023,SWD,US History and Government,8,50.25,25.0,251
Bronx,07X427,Community School for Social Justice,2017,Non-SWD,Common Core English,54,63.185184,70.37037,252
Bronx,07X427,Community School for Social Justice,2017,SWD,Common Core English,15,50.666668,33.333332,253
Bronx,07X427,Community School for Social Justice,2018,Non-SWD,Common Core English,51,65.21568,70.588234,254
Bronx,07X427,Community School for Social Justice,2018,SWD,Common Core English,25,53.08,40.0,255
Bronx,07X427,Community School for Social Justice,2019,Non-SWD,Common Core English,58,71.206894,81.034485,256
Bronx,07X427,Community School for Social Justice,2019,SWD,Common Core English,20,60.0,40.0,257
Bronx,07X427,Community School for Social Justice,2023,Non-SWD,Common Core English,40,64.975,60.0,258
Bronx,07X427,Community School for Social Justice,2023,SWD,Common Core English,11,51.18182,36.363636,259
Bronx,07X456,Alfred E. Smith Campus YABC,2017,Non-SWD,Common Core Algebra,19,59.736843,26.31579,260
Bronx,07X456,Alfred E. Smith Campus YABC,2017,SWD,Common Core Algebra,6,49.0,0.0,261
Bronx,07X456,Alfred E. Smith Campus YABC,2017,Non-SWD,Common Core English,28,52.5,32.142857,262
Bronx,07X456,Alfred E. Smith Campus YABC,2017,SWD,Common Core English,11,38.272728,0.0,263
Bronx,07X456,Alfred E. Smith Campus YABC,2017,Non-SWD,Global History and Geography,44,57.75,29.545454,264
Bronx,07X456,Alfred E. Smith Campus YABC,2017,SWD,Global History and Geography,13,42.46154,0.0,265
Bronx,07X456,Alfred E. Smith Campus YABC,2017,Non-SWD,Living Environment,28,62.285713,46.42857,266
Bronx,07X456,Alfred E. Smith Campus YABC,2017,SWD,Living Environment,7,49.42857,0.0,267
Bronx,07X456,Alfred E. Smith Campus YABC,2017,Non-SWD,US History and Government,34,61.617645,47.058823,268
Bronx,07X456,Alfred E. Smith Campus YABC,2017,SWD,US History and Government,12,46.416668,8.333333,269
Bronx,07X456,Alfred E. Smith Campus YABC,2018,Non-SWD,Common Core English,18,54.61111,44.444443,270
Bronx,07X456,Alfred E. Smith Campus YABC,2018,SWD,Common Core English,11,33.545456,0.0,271
Bronx,07X456,Alfred E. Smith Campus YABC,2018,Non-SWD,Global History and Geography,26,58.0,26.923077,272
Bronx,07X456,Alfred E. Smith Campus YABC,2018,SWD,Global History and Geography,10,46.2,10.0,273
Bronx,07X456,Alfred E. Smith Campus YABC,2018,Non-SWD,Living Environment,13,64.53846,46.153847,274
Bronx,07X456,Alfred E. Smith Campus YABC,2018,SWD,Living Environment,9,47.88889,11.111111,275
Bronx,07X456,Alfred E. Smith Campus YABC,2018,Non-SWD,US History and Government,25,56.48,36.0,276
Bronx,07X456,Alfred E. Smith Campus YABC,2018,SWD,US History and Government,16,49.375,18.75,277
Bronx,07X456,Alfred E. Smith Campus YABC,2019,Non-SWD,Common Core Algebra,17,51.35294,17.647058,278
Bronx,07X456,Alfred E. Smith Campus YABC,2019,SWD,Common Core Algebra,8,49.625,12.5,279
Bronx,07X456,Alfred E. Smith Campus YABC,2019,Non-SWD,Common Core English,27,49.148148,29.62963,280
Bronx,07X456,Alfred E. Smith Campus YABC,2019,SWD,Common Core English,16,44.875,18.75,281
Bronx,07X456,Alfred E. Smith Campus YABC,2019,Non-SWD,Global History and Geography,25,53.8,24.0,282
Bronx,07X456,Alfred E. Smith Campus YABC,2019,SWD,Global History and Geography,10,41.1,10.0,283
Bronx,07X456,Alfred E. Smith Campus YABC,2019,Non-SWD,Living Environment,24,52.291668,16.666666,284
Bronx,07X456,Alfred E. Smith Campus YABC,2019,SWD,Living Environment,12,43.25,0.0,285
Bronx,07X456,Alfred E. Smith Campus YABC,2019,Non-SWD,US History and Government,34,51.35294,20.588236,286
Bronx,07X456,Alfred E. Smith Campus YABC,2019,SWD,US History and Government,15,45.4,6.6666665,287
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,Common Core Algebra,160,61.91875,46.25,288
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,Common Core Algebra,57,58.298244,28.070175,289
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,Common Core Algebra 2,40,48.45,7.5,290
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,Common Core Algebra 2,9,40.22222,0.0,291
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,Common Core English,75,66.84,76.0,292
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,Common Core English,16,61.75,43.75,293
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,Common Core Geometry,46,43.847828,0.0,294
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,Common Core Geometry,9,47.77778,0.0,295
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,Earth Science,48,50.854168,12.5,296
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,Earth Science,11,47.909092,0.0,297
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,Global History and Geography,108,60.083332,44.444443,298
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,Global History and Geography,40,49.3,17.5,299
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,Living Environment,95,61.452633,46.31579,300
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,Living Environment,22,52.68182,13.636364,301
Bronx,07X473,Mott Haven Village Preparatory High School,2017,Non-SWD,US History and Government,59,72.54237,77.9661,302
Bronx,07X473,Mott Haven Village Preparatory High School,2017,SWD,US History and Government,17,61.588234,35.294117,303
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,Common Core Algebra,130,60.153847,40.0,304
Bronx,07X473,Mott Haven Village Preparatory High School,2018,SWD,Common Core Algebra,48,49.25,10.416667,305
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,Common Core English,63,61.52381,63.49206,306
Bronx,07X473,Mott Haven Village Preparatory High School,2018,SWD,Common Core English,25,45.68,24.0,307
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,Common Core Geometry,44,44.272728,2.2727273,308
Bronx,07X473,Mott Haven Village Preparatory High School,2018,SWD,Common Core Geometry,20,40.4,0.0,309
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,Earth Science,24,50.708332,8.333333,310
Bronx,07X473,Mott Haven Village Preparatory High School,2018,SWD,Earth Science,11,49.545456,9.090909,311
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,Global History and Geography,116,60.017242,43.103447,312
Bronx,07X473,Mott Haven Village Preparatory High School,2018,SWD,Global History and Geography,62,45.387096,9.67742,313
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,Living Environment,85,57.541176,34.117645,314
Bronx,07X473,Mott Haven Village Preparatory High School,2018,SWD,Living Environment,26,50.96154,15.384615,315
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,Spanish,6,77.5,83.333336,316
Bronx,07X473,Mott Haven Village Preparatory High School,2018,Non-SWD,US History and Government,53,68.679245,62.264153,317
Bronx,07X473,Mott Haven Village Preparatory High School,2018,SWD,US History and Government,16,65.8125,56.25,318
Bronx,07X473,Mott Haven Village Preparatory High School,2019,Non-SWD,Common Core Algebra,109,62.816513,52.29358,319
Bronx,07X473,Mott Haven Village Preparatory High School,2019,SWD,Common Core Algebra,59,52.59322,10.169492,320
Bronx,07X473,Mott Haven Village Preparatory High School,2019,Non-SWD,Common Core English,109,67.53211,75.229355,321
Bronx,07X473,Mott Haven Village Preparatory High School,2019,SWD,Common Core English,26,56.76923,50.0,322
Bronx,07X473,Mott Haven Village Preparatory High School,2019,Non-SWD,Common Core Geometry,59,46.20339,8.474576,323
Bronx,07X473,Mott Haven Village Preparatory High School,2019,SWD,Common Core Geometry,18,42.27778,5.5555553,324
Bronx,07X473,Mott Haven Village Preparatory High School,2019,Non-SWD,Earth Science,45,53.466667,24.444445,325
Bronx,07X473,Mott Haven Village Preparatory High School,2019,SWD,Earth Science,19,41.210526,0.0,326
Bronx,07X473,Mott Haven Village Preparatory High School,2019,Non-SWD,Global History and Geography,80,54.5625,30.0,327
Bronx,07X473,Mott Haven Village Preparatory High School,2019,SWD,Global History and Geography,32,46.625,6.25,328
Bronx,07X473,Mott Haven Village Preparatory High School,2019,Non-SWD,Living Environment,102,59.627453,43.137257,329
Bronx,07X473,Mott Haven Village Preparatory High School,2019,SWD,Living Environment,41,46.341465,14.634147,330
Bronx,07X473,Mott Haven Village Preparatory High School,2019,Non-SWD,US History and Government,64,67.984375,67.1875,331
Bronx,07X473,Mott Haven Village Preparatory High School,2019,SWD,US History and Government,21,61.238094,42.857143,332
Bronx,07X473,Mott Haven Village Preparatory High School,2022,Non-SWD,Common Core Algebra,44,57.954544,36.363636,333
Bronx,07X473,Mott Haven Village Preparatory High School,2022,SWD,Common Core Algebra,12,55.666668,33.333332,334
Bronx,07X473,Mott Haven Village Preparatory High School,2022,Non-SWD,Common Core Algebra 2,20,43.1,5.0,335
Bronx,07X473,Mott Haven Village Preparatory High School,2022,SWD,Common Core Algebra 2,7,43.57143,0.0,336
Bronx,07X473,Mott Haven Village Preparatory High School,2022,Non-SWD,Common Core English,48,62.333332,54.166668,337
Bronx,07X473,Mott Haven Village Preparatory High School,2022,SWD,Common Core English,19,52.210526,31.578947,338
Bronx,07X473,Mott Haven Village Preparatory High School,2022,Non-SWD,Earth Science,31,45.935482,6.451613,339
Bronx,07X473,Mott Haven Village Preparatory High School,2022,SWD,Earth Science,8,42.75,12.5,340
Bronx,07X473,Mott Haven Village Preparatory High School,2022,Non-SWD,Global History and Geography,59,67.18644,62.711864,341
Bronx,07X473,Mott Haven Village Preparatory High School,2022,SWD,Global History and Geography,20,54.35,25.0,342
Bronx,07X473,Mott Haven Village Preparatory High School,2023,Non-SWD,Common Core Algebra,38,55.657894,23.68421,343
Bronx,07X473,Mott Haven Village Preparatory High School,2023,SWD,Common Core Algebra,24,50.958332,4.1666665,344
Bronx,07X473,Mott Haven Village Preparatory High School,2023,Non-SWD,Common Core English,49,62.530613,48.97959,345
Bronx,07X473,Mott Haven Village Preparatory High School,2023,SWD,Common Core English,26,49.5,19.23077,346
Bronx,07X473,Mott Haven Village Preparatory High School,2023,Non-SWD,Common Core Geometry,28,43.67857,3.5714285,347
Bronx,07X473,Mott Haven Village Preparatory High School,2023,SWD,Common Core Geometry,9,49.444443,0.0,348
Bronx,07X473,Mott Haven Village Preparatory High School,2023,Non-SWD,Earth Science,36,49.63889,16.666666,349
Bronx,07X473,Mott Haven Village Preparatory High School,2023,SWD,Earth Science,23,39.086956,4.347826,350
Bronx,07X473,Mott Haven Village Preparatory High School,2023,Non-SWD,Global History and Geography,18,57.88889,33.333332,351
Bronx,07X473,Mott Haven Village Preparatory High School,2023,SWD,Global History and Geography,11,45.363636,0.0,352
Bronx,07X473,Mott Haven Village Preparatory High School,2023,Non-SWD,Living Environment,23,56.347828,30.434782,353
Bronx,07X473,Mott Haven Village Preparatory High School,2023,SWD,Living Environment,11,52.909092,18.181818,354
Bronx,07X473,Mott Haven Village Preparatory High School,2023,Non-SWD,US History and Government,26,68.30769,61.53846,355
Bronx,07X473,Mott Haven Village Preparatory High School,2023,SWD,US History and Government,18,57.833332,38.88889,356
Bronx,07X495,University Heights Secondary School,2017,Non-SWD,Common Core English,169,81.36687,98.22485,357
Bronx,07X495,University Heights Secondary School,2017,SWD,Common Core English,37,72.45946,75.675674,358
Bronx,07X495,University Heights Secondary School,2018,Non-SWD,Common Core English,122,84.31148,98.36066,359
Bronx,07X495,University Heights Secondary School,2018,SWD,Common Core English,23,81.434784,95.652176,360
Bronx,07X495,University Heights Secondary School,2019,Non-SWD,Common Core English,143,81.77622,95.8042,361
Bronx,07X495,University Heights Secondary School,2019,SWD,Common Core English,30,75.4,90.0,362
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,Non-SWD,Common Core Algebra,80,67.3875,68.75,363
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,SWD,Common Core Algebra,20,66.25,60.0,364
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,Non-SWD,Common Core English,111,78.47748,92.79279,365
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,SWD,Common Core English,11,69.63636,90.90909,366
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,Non-SWD,Earth Science,35,62.142857,42.857143,367
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,SWD,Earth Science,6,64.0,66.666664,368
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,Non-SWD,Global History and Geography,67,76.791046,83.58209,369
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,SWD,Global History and Geography,14,74.35714,85.71429,370
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,Non-SWD,Living Environment,62,78.32258,100.0,371
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,SWD,Living Environment,15,75.2,100.0,372
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,Non-SWD,US History and Government,74,83.25676,90.54054,373
Bronx,07X500,Hostos-Lincoln Academy of Science,2017,SWD,US History and Government,9,78.0,88.888885,374
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Common Core Algebra,62,70.79032,80.645164,375
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,SWD,Common Core Algebra,13,67.76923,69.23077,376
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Common Core Algebra 2,27,77.888885,96.296295,377
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Common Core English,83,72.518074,77.10844,378
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,SWD,Common Core English,23,67.21739,65.21739,379
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Common Core Geometry,77,75.14286,93.50649,380
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,SWD,Common Core Geometry,6,69.0,83.333336,381
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Earth Science,35,70.97143,71.42857,382
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,SWD,Earth Science,11,63.363636,63.636364,383
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Global History and Geography,72,79.666664,91.666664,384
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,SWD,Global History and Geography,9,73.111115,77.77778,385
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Living Environment,36,78.333336,97.22222,386
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,SWD,Living Environment,12,66.916664,58.333332,387
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,Physics,22,77.045456,86.36364,388
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,Non-SWD,US History and Government,73,82.89041,89.0411,389
Bronx,07X500,Hostos-Lincoln Academy of Science,2018,SWD,US History and Government,16,79.75,87.5,390
Bronx,07X500,Hostos-Lincoln Academy of Science,2019,Non-SWD,Common Core Algebra,63,72.93651,90.47619,391
Bronx,07X500,Hostos-Lincoln Academy of Science,2019,SWD,Common Core Algebra,23,65.521736,56.52174,392
Bronx,07X500,Hostos-Lincoln Academy of Science,2019,Non-SWD,Common Core English,110,75.48182,93.63636,393
Bronx,07X500,Hostos-Lincoln Academy of Science,2019,SWD,Common Core English,25,68.16,72.0,394
Bronx,07X500,Hostos-Lincoln Academy of Science,2019,Non-SWD,Common Core Geometry,62,75.145164,87.09677,395
Bronx,07X500,Hostos-Lincoln Academy of Science,2019,SWD,Common Core Geometry,6,57.166668,33.333332,396
